"order_id","order_date","customer_id","sales"
"CA-2015-103933","2015-09-25","DR-12880","899.91"
"CA-2017-117044","2017-09-11","HA-14920","31.072000000000003"
"CA-2017-145093","2017-07-21","PT-19090","2.112"
"CA-2016-114748","2016-10-09","MZ-17335","170.976"
"CA-2017-142888","2017-11-21","BP-11230","70.98"
"CA-2017-137365","2017-11-30","BP-11095","95.976"
"CA-2017-108791","2017-07-27","TM-21490","558.81"
"CA-2014-160066","2014-11-16","AH-10075","5.22"
"CA-2017-151183","2017-10-14","BK-11260","46.36"
"CA-2015-168767","2015-04-10","DM-12955","12.832"
"US-2015-168732","2015-12-10","KM-16660","129.64"
"CA-2014-121167","2014-11-28","MO-17500","17.248"
"CA-2015-153381","2015-09-24","DE-13255","1423.34"
"CA-2014-120950","2014-11-06","GA-14515","43.68"
"CA-2016-110023","2016-09-09","TS-21610","14.624"
"US-2015-112508","2015-03-24","BP-11185","6.992"
"US-2016-148110","2016-09-05","AR-10825","347.802"
"CA-2016-154081","2016-05-22","JE-15610","222.384"
"CA-2014-147298","2014-04-26","AG-10300","248.568"
"CA-2015-167745","2015-09-18","GB-14530","52.98"
"CA-2016-134222","2016-07-10","NZ-18565","44.856"
"CA-2017-107342","2017-12-17","VF-21715","28.16"
"CA-2017-152709","2017-10-07","DB-13210","85.52"
"CA-2017-149699","2017-12-22","CM-12115","474.95"
"US-2014-140452","2014-12-06","BK-11260","314.55"
"CA-2016-105291","2016-10-30","SP-20920","3.62"
"CA-2014-138513","2014-05-23","EH-13990","12.96"
"CA-2017-106180","2017-09-18","SH-19975","163.38"
"CA-2015-126669","2015-11-07","DO-13645","76.64"
"CA-2017-140151","2017-03-23","RB-19360","14052.48"
"CA-2014-113320","2014-12-12","LH-17155","30.72"
"CA-2017-118199","2017-05-09","LB-16795","805.99"
"CA-2017-155642","2017-05-18","BM-11575","24.5"
"CA-2015-135538","2015-12-24","HR-14830","883.84"
"CA-2017-167101","2017-03-24","BM-11650","247.92"
"CA-2016-156685","2016-07-08","SC-20230","911.256"
"CA-2016-162222","2016-04-03","SR-20740","10.272"
"CA-2016-131296","2016-10-04","MS-17830","239.372"
"CA-2017-121048","2017-07-14","TC-21295","988.204"
"CA-2016-122903","2016-05-27","LA-16780","3963.57"
"CA-2017-125115","2017-04-10","RD-19930","106.104"
"CA-2014-135755","2014-05-03","NC-18415","51.072"
"US-2016-116365","2016-01-03","CA-12310","376.64"
"CA-2016-108567","2016-05-20","DB-13210","2.694"
"CA-2015-105508","2015-09-24","JF-15190","39.98"
"CA-2017-161739","2017-11-10","EB-13750","341.96"
"CA-2016-139381","2016-04-18","RF-19840","233.48"
"US-2017-162670","2017-12-23","MF-18250","1152.8700000000001"
"CA-2017-156720","2017-12-30","JM-15580","3.024"
"CA-2017-165491","2017-03-20","HW-14935","265.93"
"CA-2017-120376","2017-12-22","TP-21130","2283.4300000000003"
"US-2017-120089","2017-11-30","ML-17755","663.936"
"CA-2017-152926","2017-10-02","SC-20695","37.208"
"CA-2016-146150","2016-02-14","FM-14380","264.18"
"CA-2016-107146","2016-06-17","LC-16885","749.488"
"US-2017-143770","2017-03-20","RD-19720","299.96"
"CA-2017-161480","2017-12-25","RA-19285","191.984"
"CA-2017-145226","2017-12-08","DL-13315","433.78000000000003"
"CA-2016-117590","2016-12-08","GH-14485","1288.4640000000002"
"CA-2016-121748","2016-10-24","VW-21775","459.98"
"CA-2017-164042","2017-05-23","KL-16645","70.14800000000001"
"CA-2017-100384","2017-06-24","NH-18610","421.42"
"CA-2017-116113","2017-10-02","JW-15220","10.16"
"CA-2014-147914","2014-06-04","MP-17470","16.224"
"CA-2017-167227","2017-11-02","NP-18670","95.66000000000001"
"CA-2016-160304","2016-01-02","BM-11575","405.91999999999996"
"CA-2016-163153","2016-03-21","DM-12955","100.716"
"CA-2014-122679","2014-07-22","AB-10255","19.68"
"US-2016-164588","2016-04-16","AP-10915","12.84"
"US-2016-100720","2016-07-16","CK-12205","644.198"
"CA-2017-145653","2017-09-01","CA-12775","498.26"
"CA-2014-115791","2014-01-16","DL-13315","299.964"
"US-2016-131674","2016-11-29","NC-18535","58.416"
"CA-2015-102015","2015-09-12","TM-21010","193.26000000000002"
"CA-2016-169103","2016-03-08","ZC-21910","1466.32"
"CA-2017-129567","2017-03-17","CL-12565","17.456"
"CA-2017-100111","2017-09-20","SV-20365","7359.918000000001"
"US-2017-136721","2017-04-08","NH-18610","580.8599999999999"
"US-2017-153255","2017-09-03","JK-15730","239.666"
"US-2014-117744","2014-12-02","MD-17860","114.78399999999999"
"CA-2017-112774","2017-09-11","RC-19960","34.504"
"CA-2016-164490","2016-09-05","SU-20665","9.248"
"CA-2016-157868","2016-12-23","MC-17590","24.85"
"CA-2015-169299","2015-08-24","DO-13435","7.152"
"CA-2016-139269","2016-05-25","JB-16045","1311.97"
"CA-2014-146843","2014-11-30","PB-19150","150.232"
"CA-2015-126347","2015-12-14","AJ-10945","50"
"CA-2016-168893","2016-11-03","AP-10915","903.7700000000001"
"CA-2015-165799","2015-06-29","SG-20470","117.882"
"US-2015-105676","2015-12-01","NM-18520","6.688"
"CA-2016-121447","2016-02-21","EA-14035","135.8"
"CA-2014-129364","2014-12-08","TB-21250","265.784"
"CA-2016-118913","2016-06-25","AS-10240","60.81"
"CA-2016-122448","2016-06-09","DB-13210","122.352"
"CA-2015-156335","2015-09-25","PO-19195","183.4"
"CA-2017-145737","2017-09-15","AB-10165","163.96"
"CA-2014-119375","2014-11-17","YC-21895","3116.49"
"CA-2016-161907","2016-04-05","JH-16180","887.966"
"US-2017-117534","2017-03-25","CV-12295","1069.132"
"CA-2017-137421","2017-10-06","AJ-10945","9.344"
"CA-2016-111794","2016-10-01","HG-15025","107.864"
"CA-2016-106075","2016-09-18","HM-14980","4.616"
"CA-2017-137323","2017-11-14","PW-19030","96.36"
"CA-2017-126382","2017-06-03","HK-14890","35.168"
"CA-2015-128167","2015-06-22","KL-16645","4.96"
"CA-2017-142776","2017-12-11","RS-19870","12.68"
"CA-2017-146185","2017-09-15","CC-12145","31.744"
"CA-2017-119452","2017-03-21","CL-12565","1805.88"
"CA-2017-138618","2017-12-01","MY-17380","10.368"
"CA-2014-133634","2014-11-05","SR-20740","47.79"
"CA-2017-126123","2017-10-14","AG-10765","40.852000000000004"
"CA-2015-112522","2015-10-10","DP-13165","8.016"
"CA-2016-123358","2016-04-10","BT-11680","891.962"
"CA-2016-158302","2016-12-08","JB-16045","10.584"
"CA-2017-122175","2017-05-12","CA-12775","153.41000000000003"
"CA-2014-138940","2014-04-11","GM-14455","758.352"
"CA-2017-106964","2017-12-17","HR-14770","11.808"
"CA-2016-155166","2016-12-26","BB-11545","239.43"
"CA-2017-108910","2017-09-24","KC-16540","103.056"
"CA-2016-140501","2016-06-23","IM-15070","616.16"
"US-2016-167339","2016-01-21","TD-20995","1167.056"
"CA-2016-128727","2016-08-29","MO-17800","22"
"US-2016-144477","2016-08-12","DB-13270","37.312"
"CA-2014-132962","2014-09-13","JM-15535","267.552"
"CA-2016-105354","2016-12-02","PW-19030","115.84"
"CA-2017-111388","2017-09-02","SU-20665","215.976"
"CA-2017-154088","2017-11-12","LB-16735","26.72"
"CA-2014-159625","2014-11-23","SM-20005","23.472"
"CA-2015-159380","2015-05-12","CS-12505","38.519999999999996"
"CA-2017-135587","2017-12-07","BH-11710","372.64"
"CA-2016-125080","2016-10-21","VW-21775","661.176"
"CA-2017-122105","2017-06-24","CJ-12010","95.92"
"US-2016-158309","2016-11-26","PA-19060","3.744"
"CA-2016-166625","2016-04-14","JM-15580","25.06"
"CA-2015-140221","2015-03-05","MS-17365","257.32"
"CA-2016-153353","2016-08-18","GG-14650","39.99"
"CA-2016-118934","2016-08-09","GH-14410","16.218"
"US-2015-161466","2015-09-24","ON-18715","6.848"
"CA-2015-162761","2015-10-09","SC-20575","50.461999999999996"
"CA-2014-120432","2014-08-24","DW-13585","25.5"
"CA-2017-133256","2017-06-26","TH-21550","564.38"
"US-2017-157224","2017-09-14","JB-16000","56.7"
"CA-2014-139857","2014-02-02","CD-12790","12.35"
"CA-2017-151281","2017-04-27","HM-14980","139.58"
"CA-2017-158071","2017-06-10","BD-11320","115.916"
"CA-2017-124716","2017-03-27","BD-11560","168.57999999999998"
"US-2017-117450","2017-09-04","DO-13645","107.55199999999999"
"CA-2015-111990","2015-11-08","DB-13660","10.476"
"CA-2016-154403","2016-05-23","AP-10720","4.98"
"CA-2016-162082","2016-03-14","JS-15880","392.06"
"CA-2015-140557","2015-09-07","TN-21040","559.93"
"CA-2016-123526","2016-12-24","BV-11245","33.4"
"CA-2016-100993","2016-02-05","AZ-10750","918.9659999999999"
"CA-2016-149503","2016-12-09","SP-20650","273.92"
"CA-2015-169397","2015-12-24","JB-15925","627.924"
"CA-2015-162607","2015-05-12","RO-19780","14.592"
"CA-2016-119515","2016-08-14","TR-21325","15.552"
"CA-2017-123701","2017-11-24","PG-18820","27.76"
"CA-2017-148012","2017-12-09","KM-16225","2.624"
"US-2017-120607","2017-05-19","JC-15775","195.64"
"CA-2014-111773","2014-06-29","JK-15625","13.92"
"CA-2014-157623","2014-03-14","DK-13225","13.940000000000001"
"CA-2014-154963","2014-06-22","AA-10645","1106.77"
"US-2017-127341","2017-01-29","CK-12595","12.128"
"CA-2017-139948","2017-07-17","SW-20455","7.904"
"CA-2014-166961","2014-12-27","CD-12790","107.346"
"CA-2014-166744","2014-09-20","DN-13690","587.14"
"US-2015-123960","2015-06-11","BD-11605","207.82"
"CA-2015-141768","2015-05-25","NP-18685","14.73"
"CA-2017-102414","2017-05-15","JA-15970","49.896"
"CA-2017-128328","2017-08-05","PO-18865","338.86"
"CA-2016-124681","2016-07-18","SV-20935","15.576"
"CA-2017-104885","2017-03-02","DB-13555","627.4799999999999"
"CA-2017-141705","2017-10-24","PO-18850","517.405"
"CA-2016-169971","2016-09-04","IL-15100","66.288"
"CA-2017-141992","2017-06-19","FO-14305","164.768"
"CA-2016-117919","2016-08-27","TB-21355","94.08"
"CA-2017-162474","2017-03-13","FH-14275","7.992"
"CA-2016-133872","2016-06-14","VM-21835","58.4"
"CA-2017-126438","2017-09-10","AR-10345","14.88"
"CA-2016-151512","2016-12-26","SH-19975","18.72"
"US-2016-115952","2016-10-06","JH-15910","28.85"
"CA-2017-136882","2017-05-27","DN-13690","477.3"
"CA-2014-120474","2014-12-01","RP-19390","2854.48"
"CA-2016-100300","2016-06-24","MJ-17740","4823.09"
"CA-2017-117324","2017-12-08","JP-15520","1816.3600000000001"
"CA-2017-146024","2017-03-02","SC-20770","19.198"
"CA-2017-156818","2017-07-11","JD-16015","132.6"
"CA-2015-143490","2015-12-06","NP-18325","339.334"
"US-2015-145422","2015-12-03","PW-19240","359.499"
"CA-2017-169054","2017-04-22","MO-17800","254.352"
"CA-2016-110499","2016-04-07","YC-21895","1199.976"
"CA-2017-130631","2017-12-29","BS-11755","88.06"
"CA-2017-133928","2017-06-11","ZC-21910","4.572"
"US-2014-135972","2014-09-21","JG-15115","2046.354"
"CA-2017-163006","2017-06-30","GH-14410","1584.8659999999998"
"CA-2014-126032","2014-06-23","BS-11665","86.376"
"CA-2016-166912","2016-01-15","BE-11335","81.98"
"CA-2017-123372","2017-11-28","DG-13300","2059.85"
"CA-2017-122693","2017-02-19","NH-18610","1245.86"
"CA-2014-104976","2014-12-09","CK-12760","34.68"
"CA-2017-117653","2017-10-19","MO-17500","91.275"
"CA-2017-127803","2017-05-19","ND-18460","26.16"
"CA-2014-107916","2014-08-24","JP-15460","25.951999999999998"
"CA-2017-160983","2017-10-29","GB-14530","46.96"
"CA-2016-125087","2016-04-18","TH-21115","2027.188"
"CA-2014-145317","2014-03-18","SM-20320","23661.228"
"CA-2016-130820","2016-11-15","ON-18715","630.024"
"CA-2014-153976","2014-10-03","BP-11290","258.279"
"CA-2017-101014","2017-08-29","RW-19540","148.02"
"US-2014-117058","2014-05-27","LE-16810","17.46"
"CA-2016-154018","2016-10-13","HA-14920","362.342"
"CA-2015-126697","2015-09-21","SV-20815","1102.4720000000002"
"US-2016-146570","2016-05-15","SN-20710","612.14"
"CA-2017-133620","2017-11-13","EM-14065","11.21"
"CA-2015-121552","2015-03-22","FW-14395","19.56"
"CA-2017-105144","2017-11-04","SZ-20035","23.68"
"CA-2017-167094","2017-10-21","DK-12835","512.0640000000001"
"CA-2015-156755","2015-01-12","YS-21880","465.18"
"CA-2015-150875","2015-11-16","HK-14890","1001.1959999999999"
"CA-2014-118976","2014-04-28","MY-18295","526.96"
"CA-2017-108329","2017-12-09","LE-16810","444.768"
"CA-2017-147767","2017-12-02","SV-20935","67.86"
"CA-2017-155824","2017-03-10","KS-16300","61.876"
"CA-2014-155208","2014-04-16","SP-20650","39.072"
"US-2015-114741","2015-12-06","IL-15100","1347.27"
"CA-2014-111059","2014-02-03","TB-21400","97.11200000000001"
"CA-2017-118367","2017-10-28","LO-17170","47.98"
"CA-2014-146640","2014-06-30","HA-14905","334.768"
"CA-2017-144498","2017-05-06","MB-18085","817.8290000000001"
"CA-2017-104381","2017-12-16","RD-19810","33.376"
"CA-2017-118892","2017-08-17","TP-21415","4416.174"
"CA-2017-167976","2017-11-11","JL-15505","25.5"
"US-2016-126844","2016-10-08","BW-11110","51.712"
"CA-2017-165386","2017-08-03","CM-12190","183.372"
"US-2016-144351","2016-11-14","RC-19960","89.97"
"CA-2015-149811","2015-01-04","CS-12250","72.24000000000001"
"CA-2014-148369","2014-09-23","TH-21115","11.12"
"CA-2016-144015","2016-06-26","AH-10075","262.1"
"CA-2014-127859","2014-03-17","QJ-19255","126.624"
"US-2015-125374","2015-03-23","JD-16060","107.772"
"CA-2015-148873","2015-10-01","EM-13960","111.76"
"CA-2016-116344","2016-07-29","JO-15145","84.784"
"CA-2016-139409","2016-09-05","FW-14395","43.6"
"CA-2016-142545","2016-10-28","JD-15895","1263.67"
"CA-2015-163965","2015-11-20","SS-20875","377.902"
"CA-2015-165554","2015-05-18","AJ-10780","10.86"
"CA-2014-152443","2014-05-21","FG-14260","711.6800000000001"
"US-2016-151827","2016-03-31","CS-11950","312.76599999999996"
"CA-2015-129532","2015-12-08","YS-21880","457.96000000000004"
"US-2016-113985","2016-12-02","KD-16495","203.108"
"CA-2016-158099","2016-09-03","PK-18910","1422.252"
"CA-2016-140249","2016-09-27","SW-20455","1001.584"
"CA-2017-104080","2017-03-08","AH-10210","174.56"
"CA-2017-100811","2017-11-21","CC-12475","47.744"
"US-2017-120418","2017-06-11","BC-11125","668.744"
"CA-2015-119102","2015-05-23","KH-16690","51.45"
"US-2017-139465","2017-08-27","MR-17545","448.81800000000004"
"CA-2016-168830","2016-11-07","ML-17395","479.97"
"CA-2017-154116","2017-12-15","KM-16660","273.92600000000004"
"US-2014-121734","2014-04-11","SE-20110","9.584"
"CA-2016-159016","2016-03-10","KF-16285","4173.812"
"CA-2015-153388","2015-08-01","PC-19000","1011.696"
"CA-2015-112823","2015-12-10","RA-19945","25.488"
"CA-2017-120019","2017-02-16","NG-18355","594.5"
"CA-2017-132934","2017-06-20","JE-15475","201.262"
"US-2017-116491","2017-11-11","PG-18820","35.184"
"CA-2014-155271","2014-05-04","AA-10480","27.46"
"CA-2016-140928","2016-09-18","NB-18655","383.438"
"CA-2016-135965","2016-09-22","SZ-20035","128.34"
"CA-2015-106565","2015-03-20","BW-11110","51.84"
"CA-2017-104220","2017-01-30","BV-11245","340.21999999999997"
"US-2016-117037","2016-05-17","LW-17215","63.922"
"CA-2016-163202","2016-09-27","BM-11650","2.907"
"CA-2016-100944","2016-09-24","EH-13765","868.14"
"US-2016-150035","2016-12-01","CL-11890","16.74"
"CA-2017-141103","2017-07-30","JF-15355","89.95"
"CA-2014-139598","2014-12-26","MG-17695","361.608"
"CA-2014-150301","2014-07-08","MH-18025","63.882"
"CA-2015-100734","2015-09-15","AC-10615","150.76"
"CA-2017-112515","2017-09-17","AS-10225","1782.1040000000003"
"CA-2016-100587","2016-12-10","SL-20155","6.48"
"US-2015-113327","2015-05-26","BF-11170","352.168"
"CA-2014-165428","2014-09-01","JL-15130","34.752"
"CA-2017-155376","2017-12-22","SG-20080","839.43"
"US-2017-100930","2017-04-07","CS-12400","1735.8505"
"CA-2017-140494","2017-03-10","CM-11815","111.96"
"CA-2017-155159","2017-11-25","DL-13315","48.87"
"CA-2015-135622","2015-12-08","TT-21460","2079.112"
"US-2017-108343","2017-07-20","AR-10825","361.044"
"CA-2015-135174","2015-04-30","BP-11230","1022.97"
"CA-2016-100244","2016-09-20","GM-14695","475.69399999999996"
"CA-2016-123015","2016-12-26","AJ-10795","4.992"
"CA-2017-154102","2017-02-06","SN-20560","29.9"
"CA-2017-104010","2017-04-23","TD-20995","54.9"
"CA-2014-149538","2014-04-04","KB-16585","364.93"
"CA-2015-157133","2015-11-28","LC-16885","151.96"
"CA-2017-105480","2017-12-20","DK-13225","13.464"
"CA-2014-103373","2014-05-18","BS-11755","779.796"
"CA-2016-116911","2016-09-15","JD-16150","1148.806"
"CA-2014-113964","2014-09-23","JP-16135","18.464"
"CA-2016-145492","2016-11-20","MC-17605","39"
"CA-2016-155565","2016-05-28","EH-13765","54.9"
"CA-2015-131597","2015-09-14","SP-20620","170.136"
"CA-2014-127012","2014-08-11","GM-14680","76.28"
"CA-2014-144974","2014-09-26","CM-12715","68.53"
"US-2016-113649","2016-08-09","HA-14920","645.136"
"CA-2017-101798","2017-12-11","MV-18190","63.339999999999996"
"CA-2015-155334","2015-07-30","HA-14920","226.13"
"CA-2014-164385","2014-09-26","NB-18580","143.952"
"CA-2017-151799","2017-12-14","BF-11170","1843.402"
"CA-2015-107685","2015-11-30","JM-15865","106.88"
"CA-2014-148383","2014-12-27","RP-19390","946.764"
"US-2016-122182","2016-03-10","BD-11770","39.992"
"US-2014-117380","2014-03-28","MP-18175","330.588"
"US-2017-117723","2017-08-15","DL-13495","1801.632"
"US-2017-167570","2017-12-08","EG-13900","215.544"
"CA-2016-108364","2016-12-19","BP-11050","1.8"
"CA-2014-141005","2014-08-15","CS-12355","62.94"
"CA-2017-113572","2017-11-07","FP-14320","7.88"
"US-2017-130953","2017-07-29","RF-19735","935.74"
"CA-2017-100650","2017-06-29","DK-13225","1295.78"
"CA-2016-167115","2016-04-04","EH-14185","588.784"
"CA-2016-105277","2016-12-04","LM-17065","15.528"
"CA-2016-110975","2016-12-25","DB-12970","1179.822"
"US-2016-154361","2016-03-14","HZ-14950","21.88"
"CA-2016-101672","2016-10-03","DB-12910","1027.676"
"CA-2015-135685","2015-11-16","MP-18175","2233.02"
"US-2017-105998","2017-11-03","CR-12580","1872.934"
"CA-2017-125752","2017-07-31","EH-14125","41.424"
"CA-2016-169670","2016-12-25","JE-15715","2563.056"
"US-2017-151127","2017-05-22","RL-19615","49.56"
"US-2016-128909","2016-10-09","SP-20545","351.968"
"CA-2016-147137","2016-07-04","AA-10645","1376.445"
"CA-2016-158575","2016-11-18","SB-20290","103.968"
"CA-2017-149720","2017-06-04","EM-14065","30.336"
"CA-2017-127285","2017-10-30","MM-18055","102.65599999999999"
"CA-2017-145037","2017-09-02","TB-21055","237.64"
"CA-2017-110198","2017-05-01","AG-10900","318.96"
"CA-2014-121286","2014-11-04","ON-18715","66.616"
"CA-2015-166975","2015-11-26","SH-20635","692.472"
"CA-2015-110289","2015-10-29","NB-18655","244.24"
"CA-2017-155880","2017-03-25","JD-16150","1986.52"
"CA-2014-129091","2014-11-22","RA-19885","1022.61"
"CA-2017-147844","2017-05-02","DD-13570","109.62"
"CA-2017-132122","2017-07-09","JH-15820","228.92"
"CA-2016-162404","2016-07-23","NF-18475","11.416"
"CA-2016-134803","2016-05-28","CL-12565","1157.68"
"US-2014-158057","2014-03-22","CC-12685","59.109"
"CA-2014-153087","2014-12-27","TC-20980","521.92"
"CA-2016-129903","2016-12-01","GZ-14470","23.92"
"US-2017-109610","2017-11-25","BS-11590","701.96"
"CA-2015-111339","2015-05-29","VP-21760","366.666"
"CA-2016-165995","2016-08-30","BG-11740","387"
"CA-2017-145884","2017-10-21","SL-20155","1702.0300000000002"
"CA-2017-128965","2017-04-17","PS-18760","562.702"
"US-2016-112977","2016-03-10","CJ-12010","176.784"
"CA-2017-131212","2017-12-05","AB-10165","39.792"
"US-2016-108637","2016-03-13","AB-10060","334.2"
"CA-2014-107755","2014-02-07","CK-12760","115.36"
"CA-2016-109652","2016-04-10","QJ-19255","13.568"
"CA-2017-161774","2017-05-14","GT-14710","1078.4379999999999"
"CA-2016-129126","2016-12-14","PK-19075","479.05"
"CA-2017-152968","2017-05-26","BM-11785","23.08"
"CA-2015-145324","2015-11-15","DH-13675","39.96"
